sector;province;2018-01;2018-12;2018-02;2018-03;2018-04;2018-05;2018-06;2018-07;2019-06;2018-08;2018-09;2018-10;2018-11;2019-01;2019-02;2019-03;2019-04;2019-05;2019-07;2019-08;2019-09;2019-10;2019-11;2019-12;2020-01;2020-02;2020-03;2020-04;2020-05;2021-05;2020-06;2020-07;2021-07;2020-08;2020-09;2020-10;2020-11;2020-12;2021-01;2021-02;2021-03;2021-04;2022-04;2021-06;2022-06;2022-05;2021-08;2022-08;2022-07;2021-09;2021-10;2022-10;2021-11;2022-11;2021-12;2022-12;2022-01;2023-01;2022-02;2023-02;2022-03;2023-03;2023-04;2023-05
 Çelik;BATMAN;37.5;0.1;36.36332;200.71123;47.11871;59.5593;15.29296;0;0.38617;49.13941;37.25044;0;7.14526;0;4.86818;1.0305;1.0026;0;12.27;4.1712;0;2.306;0;0;0;0.41914;9.03036;0;0;0;0.20787;32.09168;1.29313;0.75933;88.9542;29.29616;0;20.22261;0;0;4.57242;1.76292;39.94634;6.25;40.19875;0;0.963;69.83661;106.20438;6.72;0;0;0;0;3.13415;0;0;0;0.62387;1.8;389.19693;0;62.08507;0
 Çimento Cam Seramik ve Toprak Ürünleri;BATMAN;40.37186;65.8533;3.65824;21.60169;0;0;2.0395;1.5716;3.55669;0;0;81.5;13.21624;27.5;0.85234;39.2;4.24025;39.46724;42.3752;58.38782;1.90522;28.85;35;195.07095;0.41967;44.04678;0.18004;0;27.54039;65.5;31.28787;5.68043;108.2013;48.06486;15.46588;74.76442;49.45792;0.05401;75.296;65.12888;31.23477;83.44154;7.34354;116.74183;71.11048;24.02983;21.74826;39.51274;57.6252;48.50428;49.45792;10.25788;74.28052;59.4067;54.22867;0;78.13458;0.06287;23.80761;13.012;55.08438;0;8.1774;26.68675
 Demir ve Demir Dışı Metaller ;BATMAN;5.41261;208.7049;1.16735;70.75667;18.70988;66.74352;51.8485;38.8;5.97973;87.0052;292.26274;199.32608;192.94801;39.72786;35.16101;0.59032;17.41855;45.01997;120.14298;74.15847;129.94464;27.34462;70.55729;39.93637;63.16867;55.01728;23.57972;26.4578;15.31918;0.80667;25.54461;12.66546;33.75105;3.95061;9.05612;67.98402;10.69644;48.09963;7.16706;2.60446;75.36736;72.67939;150.08022;88.69678;75.63758;126.21654;55.06832;11.55432;1.76311;41.62866;10.69644;15.77305;9.17547;63.66171;48.76047;5.66329;36.63228;53.75999;6.46672;26.4928;28.27421;6.31106;24.70956;6.868
 Deri ve Deri Mamulleri ;BATMAN;0;0;0;0.05;0;10.37981;0;0;0;0;0;27.71332;4.4565;2.91246;0;0;0.57135;0.93395;0;0;0.09588;0.80281;12.6028;0.37941;0;0;0;0;0;0;18.91542;0;0;3.13846;0;1.0701;0;0;22.7161;0;0;0;0;0;0.0392;0;0;0.06606;0;0;0;0;0;0;0;0;0;0.50289;0;0;0;0;0;0
 Diğer Sanayi Ürünleri;BATMAN;0;0;0;0;0;0;0;0.01034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.215;0;0.08756;3.33;0;0;0;0.07665;0;0;0;0;0;0.00643;3.5901;0;0;7.56;0.19326;0;0;0.07665;0;0;0;1.96271;0;0;0.35081;0;0;0;0;0;0
 Halı ;BATMAN;0;0;0;8.1804;0;0;0;0;0;0;0;0.01382;5.75482;0;1.04915;0;0;0;0;0;0;0.08628;19.60301;0;0;44.08912;0;0;0.26882;1.10073;0;0;0;0;1.72224;0;0;36.94027;2.77664;15.1869;15.71496;46.60835;171.26799;0;79.16909;0;0;0;158.08309;0.75785;0;151.30728;0.414;158.55795;140.24695;215.07777;0;158.23605;85.28297;78.8877;0;391.3722;79.1985;79.25955
 Hazırgiyim ve Konfeksiyon ;BATMAN;0;56.8161;141.3897;69.92312;28.8894;1.2;143.63984;318.56879;394.02905;137.95008;2.4;254.79173;37.39611;91.31686;315.08628;268.20325;141.52743;242.59872;442.87496;427.37739;25.3406;60.14981;348.27295;38.27714;165.86745;84.18302;642.41677;72.62871;1076.57315;51.58034;709.07536;262.6158;648.51291;457.22476;794.06958;696.54377;412.5238;867.94346;701.61756;1408.28493;390.57453;246.31359;322.3562;56.80657;139.59742;297.91104;630.12371;311.87846;405.31775;556.98936;412.5238;350.9361;423.54572;241.55816;285.18114;222.11018;61.69566;461.89713;75.73617;162.9373;133.17052;24.66801;50.66515;170.36924
 Hububat. Bakliyat. Yağlı Tohumlar ve Mamulleri ;BATMAN;259.15;349.80325;556.59475;346.98268;240.1438;448.44993;452.932;833.61419;97.69972;572.55183;356.66193;285.25225;277.76982;247.36722;70.38862;210.71983;75.5592;168.64243;167.03764;259.76215;213.47445;79.23267;38.10864;55.33734;148.58822;126.89874;218.05039;196.19651;244.98719;533.68134;208.67598;449.38553;656.51125;175.39658;255.65298;150.77384;509.24966;367.92577;236.06162;391.9738;493.50043;433.45895;413.24586;397.1485;167.78029;169.72469;775.82244;746.94559;1013.81742;650.9659;509.24966;1002.05994;554.6127;1382.73612;588.42622;1130.20681;718.59441;410.57168;932.32733;484.59556;761.79082;344.66368;126.6288;166.52116
 İklimlendirme Sanayii;BATMAN;18.03821;57.69997;58.68349;72.74286;18.77157;8.73362;8.49806;64.9571;1.39022;40.64852;25.47014;85.90804;72.95192;47.44174;20.67042;18.16442;35.56229;38.87233;64.54847;34.29145;59.25332;87.68;63.3007;12.60686;62.9962;74.68427;4.91923;54.6959;71.06856;127.01633;71.66527;179.79402;236.50587;45.22905;130.51057;52.09721;159.04246;79.1726;58.65232;99.67533;120.4655;132.23819;125.31434;81.82004;170.4737;76.07341;193.10075;175.91734;154.31021;156.31254;159.04246;86.93243;108.80246;306.57264;113.23063;399.78533;84.01595;204.3078;37.46897;47.09806;112.0788;216.9178;86.60954;228.09306
 Kimyevi Maddeler ve Mamulleri  ;BATMAN;376.52241;825.30468;424.53687;243.10553;617.42501;543.13788;397.30483;451.14541;428.77296;442.20621;284.39016;215.20911;431.8285;161.63019;377.57498;565.74142;307.24791;423.55139;233.63015;657.56206;665.81117;666.41216;748.42266;796.30812;86.79592;399.50473;158.28767;49.0389;304.76594;265.8133;214.71378;273.63417;344.60341;436.21827;499.72573;626.26324;376.02544;568.96064;246.50655;358.57984;423.40023;437.66546;1535.00205;238.39372;270.94725;2741.91729;331.52306;1862.05079;398.23065;348.10488;376.02544;516.86424;249.63389;421.89412;191.44216;1063.84936;237.6228;484.54408;146.73769;173.86864;344.84818;635.39455;856.43077;499.17377
 Kuru Meyve ve Mamulleri  ;BATMAN;0;0;0;0;0;0;0;0;0;0;31.95065;0;0;4.79777;0;11.07716;4.64771;7.19845;0;0;22.62922;0;0;19.45199;2.26407;0;0;0;3.00638;0;0;3.98369;0;0;20.87353;0;0;0;0;46.16578;28.12296;0;0.18413;0;4.91887;0;0;0;0;62.23235;0;0;71.50496;0.32261;54.62921;0;0;0;0;0;0;0;0;0.62368
 Madencilik Ürünleri;BATMAN;245.69178;155.37254;228.49675;252.08262;360.32309;392.54146;273.8099;435.65733;286.05508;424.81679;421.01719;464.21898;370.53773;241.2877;230.27843;311.25127;307.73664;342.13289;419.21267;324.92668;425.4948;466.33981;490.43777;331.10902;310.49065;230.78505;79.18487;166.43436;235.81087;390.12572;424.85101;384.8906;386.22104;281.27405;344.0809;549.64827;396.52998;539.66401;327.65808;275.00891;234.98065;302.96929;268.25532;593.18132;401.94362;288.7484;350.48327;349.54593;275.76089;488.62609;396.52998;404.23083;401.63541;361.00275;289.68136;286.47386;256.73575;367.86779;274.78155;272.86465;295.13273;310.06323;183.2748;290.70292
 Makine ve Aksamları;BATMAN;0;663.95992;162.53065;129.32862;137.92792;48.94644;69.08488;172.43894;50.14368;215.42772;152.25485;114.41671;13.64315;698.39212;265.32323;159.60514;43.50251;77.64556;85.14043;126.38673;41.10904;125.38834;0;24.84983;125.88839;118.21711;71.33138;0;118.37635;21.45385;89.78052;401.29947;2.71769;10.70594;346.46295;0.74451;37.5543;106.27241;29.7666;82.81915;45.75724;46.56755;30.63285;371.10176;57.51581;63.25;12.53898;133.11257;45.05859;105.36416;37.5543;25;281.60843;63.97559;85.55038;50;4.3913;39.60347;15.17293;2.00744;301.00301;6.5;1.76692;179.38841
 Meyve Sebze Mamulleri ;BATMAN;110.80494;146.24164;223.3339;99.40831;95.998;54.044;37.1302;74.1387;0;23.5125;38.16544;329.7208;107.42488;74.8952;36.65086;87.87242;149.69033;149.0205;126.95322;13.299;74.61273;0;35.27258;33.9277;21.00579;21.77858;49.62165;36.89553;25.65987;43.27721;11.78274;17.7941;68.13101;55.32298;2.345;18.2335;91.57432;40.40409;10.379;28.19646;39.49696;13.54222;22.3498;112.76176;70.51045;44.85324;55.88244;51.8126;17.46105;34.45146;91.57432;155.98985;44.17162;20.538;22.84265;103.49588;60.99307;24.72288;119.39121;49.75303;102.07479;91.13027;151.48784;167.51614
 Mücevher;BATMAN;0;120.92;0;397.76855;0;0;0;0.33995;0;327.9464;568.11288;389.61294;72.057;87.175;537.0768;200.02022;32.05;0;0;0;0;0;487.02228;0;0;0;0;0;0;6.95086;0;0;64.57032;0;0;2827.3963;0;2497.34221;2332.10044;3251.701;14.0553;9.55201;94.57896;130.72736;92.60873;122.84444;0;321.39451;523.54018;0;0;55.96633;4258.12194;1369.14697;0;3791.43245;112.10622;276.3674;55.16774;199.12311;2116.63519;105.83814;169.0524;1.9967
 Otomotiv Endüstrisi;BATMAN;0;26;0;1.235;0;0;0;9.3238;0.01373;0;0;0.45963;70.99169;3.69424;0;0;0;0;0;0;0;0;42.6868;0.672;0;0;0;0;0;0;0;0;6.82425;0;0;0;0;17.16342;44.65702;36.96211;0;0;0.25838;0;0.1542;0.0804;233.91554;29.72783;11.38377;0;0;0;0;0.03744;57.39153;0.45667;0;0.0154;0;0;0;0;7.6716;0
 Su Ürünleri ve Hayvansal Mamuller;BATMAN;0;30.86672;0;0;0;0;0;0;0;0;0;0;21.97241;21.78438;0;2.04499;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41.67383;0;0;0;18.06416;5.43268;117.00434;0;17.2382;0;20.97146;0;0;21.35929;41.67383;571.05351;31.70892;712.88571;37.93405;145.02909;34.75232;25.72188;93.71741;0;81.39192;0;0;0
 Tekstil ve Hammaddeleri;BATMAN;0;0;0;1.16;0.652;1.18126;0;0.58013;0;0;0;2.46366;16.21926;1.31225;0;57.52806;0;0.462;0;22.38915;171.4402;20.20553;0.049;0.00202;0.07668;16.23238;0;0;0;0;0.51436;0;0;16.48415;0;0;0;0;0.13342;0;0;8.6428;0;0;5.60851;0;0.25;0.21332;0;0;0;24.7676;0;0;0.42066;0;4.76345;23.87286;0;0;0;18.75525;0.22551;4.83314
 Yaş Meyve ve Sebze  ;BATMAN;11.875;0;0;0;4.655;18.62;0;0;0;0;0;0;0;0;0;0;0;0;8.672;5.028;0;0;0;0;16.31565;0;22.64992;0;33.7235;0;0;0;6.7178;0;0;0;0;36.9648;5.93215;0;0;0;0.27825;0;0;0;8.71874;5.59329;16.5868;0;0;0;0;12.07332;0;0;22.03607;0;0;0;0;0;0;0
TOPLAM;BATMAN;1421.72639;3020.38693;2098.82894;2416.54099;1843.31415;2196.75782;1813.9885;2949.1379;1633.57507;2806.68458;2666.64842;3069.83747;2186.83476;2417.07777;2520.93268;2512.89228;1697.30116;2026.16076;2486.67832;3100.37078;2809.66382;2785.95582;3560.75326;1879.04375;1497.31093;1520.04582;1630.31607;682.68742;2358.83778;2104.25296;2012.5437;2615.38448;2945.4913;1922.56333;3151.93616;5655.92109;2415.40469;5787.75679;4445.28121;6776.71785;2600.72505;2549.33959;3698.75703;2633.9841;1996.031;4103.92794;3000.16055;4418.60639;3441.43522;2705.03576;2415.40469;3516.43318;7043.98708;5306.02131;2240.49557;7514.12927;1847.47976;2661.88369;1974.48501;1612.7261;5078.55504;2300.87063;1977.75009;1962.66232
 Madencilik Ürünleri;BAYBURT;0;0;0;0;0;0;0;0;2.3048;13.84381;18.5602;15.96365;0;0;2.69139;0;2.35655;2.219;0;0;0;26.77448;0;8.25771;0;0;0;0;0;0;0;0;0;0;0;0;0;1.78999;37.94352;0;0;0;0;0;0;0;0;0;0;0;0;0;6.58575;15.98623;0;0;0;0;0;0;0;9.44;0;0
TOPLAM;BAYBURT;0;107.8019;0;177.3738;110.65;382.926;68.4058;0;2.3048;13.84381;89.6611;162.07005;117.27856;142.5343;150.94189;0;2.35655;2.219;0;0;0;99.88487;0;85.05101;0;0;0;0;0;0;0;0;0;0;0;0;0;5.36492;37.94352;0;0;0;0;0;0;0;0;0;0;0;0;0;6.58575;15.98623;0;0;0;0;0;0;0;9.44;0;0
 Çelik;BILECIK;0;14.58277;1.134;8.09378;0;64.87012;0;0.46603;0.11292;0;26.715;0.45972;0;0;3.19604;0;0.22556;0.00235;0;0.08827;0;0.70495;14.67007;0;11.67811;0;0;0;0.02028;0;71.47206;15.05159;261.14177;0.0134;0;0;20.72358;0;0.0134;0.60477;0;0;0;527.13886;4.35543;10.82205;220.29078;0.0515;5.24489;0.23733;20.72358;0;28.00981;0.23822;47.01705;3.11674;19.34984;4.824;0.0136;28.49156;0;43.05025;7.28835;10.41407
 Çimento Cam Seramik ve Toprak Ürünleri;BILECIK;2721.99116;2164.89708;2650.43994;2442.02908;2497.93292;3322.59256;2540.32606;2821.10758;2400.36347;1963.79304;2697.5068;3002.04923;2510.84883;2320.73963;2684.65412;2937.60505;2685.07547;3455.55205;3180.09169;2360.97034;3046.51382;2704.66278;3028.05759;3293.69558;2870.09519;3739.70433;3102.48399;2548.91964;3653.27051;5645.76484;4717.91281;5472.53694;4173.73055;4148.08628;4977.91914;3977.69393;3391.06913;3568.82027;2839.11522;4495.85242;5033.63429;5291.67918;5939.61475;5982.63129;2546.72815;3555.61296;4532.88077;2949.41091;1912.20082;4883.78488;3391.06913;1041.16474;4977.15387;2145.43393;5189.53907;2355.38029;3403.04247;3176.14368;4061.00989;2864.80887;5020.58481;3543.67825;3278.91553;4339.16685
 Demir ve Demir Dışı Metaller ;BILECIK;2990.32557;1264.29806;7131.99622;4389.11337;1648.16397;2077.393;426.29417;4001.24953;512.90901;2025.6096;4592.0336;1774.13407;547.95852;1580.61517;709.12063;2565.88783;1245.63105;878.49623;1150.781;214.46636;252.15634;723.11675;579.76829;2810.11279;4010.76768;2934.62636;4522.56768;5090.9441;2354.18318;3028.47208;2654.06415;4326.796;2315.87834;2856.54521;3049.81532;3650.69105;2716.2029;2239.36559;1860.1181;2838.14661;2713.2777;7595.73193;6778.05381;2749.69423;6740.36145;4781.24603;3077.55644;4921.91092;5201.58288;2518.32158;2716.2029;5235.32708;3761.94637;4560.42331;3573.651;3658.55179;3205.7198;4029.1683;4400.41334;5866.26176;6930.18671;6396.67013;3103.02492;4508.57224
 Deri ve Deri Mamulleri ;BILECIK;0;0;0;0;0;0.08988;0;0;0;0;0;0;0;0.39;0;0;0;0;0;0;0;2.47337;0.23523;0;0;0;0;6.52069;0;0;0;0;3.77849;0.60545;0;0;0;2.85189;0;0;2.57691;0;6.8;0;8.54058;0;0;0;0;0;0;7.85294;21.553;3.174;10.0985;8.4;0;8.8241;0;0;28.1728;10.5;1.8;6.31941
 Halı ;BILECIK;0;0;0;0;0;0;0;0;0;0;0;0;0.26702;0;3.65109;0;0;0;0;70.30613;0;0;0;0;0.54368;0;0;0;0;0.0566;0;0;0;0;44.21073;0;0;0.0901;22.29229;0;0;0;0;0.52748;0;0.34147;0;2.01798;5.92736;2.56096;0;0;0;0;0;0;0;5.16551;0;0.98244;0;0;0;0
 Hazırgiyim ve Konfeksiyon ;BILECIK;0;0;0;0;0;0.00948;0;0;10.29341;0;0.212;0;0.01701;0.926;0;158.73051;82.92336;184.87684;10.84213;242.52248;209.74953;59.73931;177.15828;126.58395;0.11084;2.0604;2.43112;0;0;5.17574;97.88202;0;6.60234;0;0;0;6.36034;0;0.012;2.53944;0;0;0.55554;0;0;0.06883;0;0.80784;1.20098;5.14369;6.36034;0;0;1.92133;12.44571;4.98988;0;0;0.18686;0;0;2.26733;0;0
 İklimlendirme Sanayii;BILECIK;0;7.07943;0.03474;0.21224;3.34166;5.7542;9.08527;5.81645;23.56918;5.17065;6.28611;3.28052;20.44358;2.52806;32.65982;23.46395;15.39448;24.87718;37.07759;8.05103;8.37552;21.81291;3.13157;2.91127;29.00401;16.44887;19.15108;9.76371;5.97905;1.31039;19.65631;20.26139;5.58793;15.85531;4.79052;15.07816;16.75407;9.16216;2.55726;8.92368;6.30625;8.25127;42.33861;6.6716;11.55125;13.71486;4.92683;9.59001;12.81469;8.85675;16.75407;67.05783;35.92767;19.42965;10.88412;10.68252;28.66887;164.41281;20.3497;0.19218;25.95647;52.40143;21.32693;9.7417
 Kimyevi Maddeler ve Mamulleri  ;BILECIK;0;10.77011;3.57528;9.84042;21.94254;32.56922;14.26368;15.1515;19.8483;16.0902;13.67148;21.07668;24.18753;8.27258;14.57417;101.55535;18.72746;70.43881;154.05496;15.36097;8.26205;26.03521;83.46556;30.39959;25.03746;118.38751;145.79155;103.84439;53.66276;90.08124;160.67181;97.67382;181.65562;67.97481;115.91298;90.4821;207.12462;118.0561;129.76987;111.2219;254.78359;202.95063;390.77412;290.58464;365.88929;230.0204;261.21864;359.12144;274.80307;151.6602;207.12462;242.30452;205.73147;191.28308;213.13557;306.86927;180.46119;260.17138;175.01724;338.03226;301.08189;320.41043;316.06546;291.52984
 Madencilik Ürünleri;BILECIK;1972.65967;1364.04686;1344.8009;1552.31723;1807.41214;2155.56986;1684.50411;1427.34406;1052.6671;1361.01898;1426.416;1324.8495;1076.35685;1089.21857;1026.05494;1181.62845;1075.84748;1839.6304;1614.83466;1207.40043;1154.64883;1307.90789;1080.6865;1035.90993;1084.73979;1062.25514;970.22531;921.04319;845.26743;1177.08187;677.7114;988.10967;1067.23879;493.36554;1458.04663;1048.571;949.05105;1098.17004;964.48398;882.99633;1102.51674;1384.93934;1582.62498;1560.91778;1849.11386;1398.82795;1221.97928;1759.47421;1253.46606;958.68692;949.05105;1425.97209;1141.13295;1320.52117;1054.99213;1238.60217;944.2518;1245.17911;1024.97098;1496.97274;1446.61323;1575.37084;1465.77418;1271.95538
 Makine ve Aksamları;BILECIK;2.97736;4.53;0;3.77921;9.64008;8.33903;8.91808;174.49326;30.01216;2.65572;3.42769;3.48914;8.71406;30.17273;35.45795;8.7128;30.26883;25.78572;165.0955;5.4665;221.60372;68.56366;149.6437;29.82972;1.08937;48.81189;14.50875;21.78501;21.39578;169.15215;31.49451;21.92823;32.20239;10.84597;38.58744;14.98811;9.48195;190.85806;149.91967;11.25574;55.97225;285.47523;2.69796;28.34613;30.43644;10.77262;125.13207;58.80942;19.0959;652.38634;9.48195;1439.81267;43.0141;13.06934;74.09025;210.91057;10.24544;34.6274;73.58197;0.82;0.6725;8.9065;353.66024;150.96703
 Otomotiv Endüstrisi;BILECIK;0;83.69;0;0;0;24.32146;0;0;3.34207;0;3.824;0;0;15.7;13;0;7.32623;0;0;0;0;3.44702;230.92816;0.03352;0;297.82229;0;0;0;0.06368;0.56449;4.34019;0;0;0;0;162.2156;0;0;0;451.506;0;3.37835;1.728;0;0;5.47624;1.41454;0;0;162.2156;0.03069;0;0.00099;0.18049;0;0;0.43036;400.75927;0;0;2.33724;0.02201;3.02272
 Su Ürünleri ve Hayvansal Mamuller;BILECIK;112.38;89.195;113.5;85.4;39.7;40.915;33.325;126.645;13.5;180.18;54.246;112.304;86.61;76.905;47.975;57.425;35.914;21.895;0;14.8;0;0;0;37.028;17.493;75.098;0;0;0;3.53798;0;0;5.44781;0;16.2;111.52;7.46806;29.08;0;0;0;0;9.99412;0;6.71675;0;0;185.289;10.04205;26.4;7.46806;36;97.39107;50.83465;175.265;12.67242;40.51339;0;36.065;5.27797;0;0;12.79034;0
 Tekstil ve Hammaddeleri;BILECIK;29.397;29.52401;0;0;0;0;0;0;0.12453;0;17.9515;0;0;0;32.47442;0;24.9996;8.45253;0;0;33.62435;35.65321;0.30763;43.09904;0;41.03726;2.646;0;0;0;0;32.0545;131.4067;46.44397;0;25.846;144.275;267.01021;203.70728;221.02223;55.83971;36.17488;0.74738;103.5907;0;14.47923;9.464;99.38628;0.48679;25.90983;144.275;141.53024;113.7568;2.75975;112.1378;0;22.15;0;109.18114;71.27299;0;84.76999;85.58979;0
TOPLAM;BILECIK;8830.10806;5599.7808;12274.43803;9588.38199;6950.05134;8882.47351;5324.45427;9756.73335;4359.57048;7092.33857;9072.43945;7279.93517;5102.92984;5817.81356;6613.71341;8129.74364;6693.95792;7040.62216;7125.4104;4639.77269;5082.01936;5207.72033;5450.64776;7504.64965;8060.22342;8345.55697;8788.74147;8706.67045;6934.93414;10127.50746;8445.9526;11019.58166;8184.70273;7643.16365;9723.89406;8942.0798;7691.96208;7562.04947;6180.67933;8585.1821;9686.82991;14805.99586;14893.73197;11284.2655;11592.24224;10132.82083;9473.69983;10396.946;8751.63079;9248.29007;7691.96208;9654.12917;10446.41263;8448.82239;10575.35891;8021.82837;7863.65503;9112.95755;10523.28474;10845.92879;13828.80698;12124.9492;8844.72191;10817.48676
 Çelik;BINGÖL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00158;0;0;0;0;0;0;0;0;0;0;0;0;13.344;7.80367;0;0;0.313;0.53271;0;76.46736;1;0;0;0.49069;0;0;0.258;0;0;0;0;0.5;0;0;0;0.04352;0;0;0;0;0;0;0;14.38401;0.19813;0
 Çimento Cam Seramik ve Toprak Ürünleri;BINGÖL;0;0.00002;0;0;0;0;0.03759;15.96332;0;0.02369;0.05353;0;0;0;0.02223;0.03268;0.17722;1.14033;0.54161;0;0.36388;2.93027;0.01498;4.82657;0.04547;7.05842;1.24428;1.13422;41.17444;25.81341;1.02338;124.12295;230.71303;262.29274;21.3492;23.38279;195.85825;64.30763;5.36882;0.88363;207.05768;10.5475;268.62664;2.94583;44.53447;335.36253;4.09275;167.39971;74.39134;157.46271;195.85825;287.37544;229.53022;253.93251;227.33421;1.79649;150.56934;95.99577;263.69498;0;553.5136;113.26928;29.32743;14.20491
 Demir ve Demir Dışı Metaller ;BINGÖL;0;3.14116;0.28293;0.04472;0;0;0.26042;2.457;0;0.0676;0.04734;0;0.17748;0;5.06563;5.16674;0.15901;2.32131;1.09369;0;0.32317;4.07233;0.65098;0.06239;0.19298;43.30191;0;0.36866;0;0;24.48108;2.34581;0;0;27.19226;0.69807;5.54726;0.59231;30.26996;0;0.49324;2.03325;0;1.48556;1.48869;38.13586;9.22717;11.92806;3.73269;68.079;5.54726;22.91865;9.12952;4.56766;6.30885;11.50415;48.15826;2.53466;11.8568;0;0.0219;10.79321;0.95871;0.18417
 Halı ;BINGÖL;0;0;0;0;0;11.26287;0;0;0;3.97106;0;0;0;0;0;0.17479;0;0;0;0.64187;0;0;0.09767;0.16436;0;0;0;0;0;0;0;0.21167;0;0;0;0;0;2.97939;0;0;0.09988;0;0;0;0;1.42568;0.1764;0;0;0;0;0;0;0.16318;1.39646;2.35002;0;0.14637;1.76306;0.0501;0;0.15748;0;0
 Hazırgiyim ve Konfeksiyon ;BINGÖL;0.02266;0;0.03041;0.28336;0.6585;0;0.09298;0;0.03694;0.08003;0.04162;0;0.07972;0.75505;0.04072;0;0;0.11719;0.07716;0.55512;0.07317;0.12545;0;0.03682;0.0732;36.4902;0.02253;0;0.03175;0;0;41.65364;0;0;0.308;0.31285;0;0.12102;0;8;0;0;0;0.63841;2.96562;3.45584;67.09357;5.79436;30.0125;75.57236;0;21.65652;0;0.37709;0;100.96465;0;85.8125;0.06193;0;164.02305;0;0.38524;7.3137
 Hububat. Bakliyat. Yağlı Tohumlar ve Mamulleri ;BINGÖL;0;0;0;0;0.85787;0;0;0;0;0;0;3.27033;6.67275;0;0;0;0;0;0;0;17.14806;0;0;0;0.2528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.172;0;0;0;0;0;0;0;1.2016;0;0;0;0;0;0;0;0;0
 Kimyevi Maddeler ve Mamulleri  ;BINGÖL;0;0;0.86777;0;0;0;0;0;0;0;0;0;0;0.38935;2.10606;0;0;0.36913;0.20373;0;27.88456;18.25562;0.70088;0.22467;0;22.26278;0;0.98616;0;55.43489;130.578;19.72269;39.8082;5.4702;37.09885;15.88256;1.668;156.5206;59.00228;22.815;37.62396;53.79302;36.204;77.18142;72.72281;14.73522;85.66925;62.06179;20.95168;45.91145;1.668;45.74877;34.99;39.13109;38.10996;35.41135;37.07427;62.94906;45.31495;35.847;31.84273;59.39524;31.53113;33.24655
 Kuru Meyve ve Mamulleri  ;BINGÖL;0;0;0;73.514;0;0;0;0;0;0;0;10.55;4.56415;0;0;0;0;0;0;0;0;0;0;13.29672;0;16.25342;0;24.7975;24.05935;0;0;0;0;0;0;25.9919;0;0;0;0;8.48736;0;0;0;0;0.90928;0;0;0;0;0;0;0;30.06375;0;0;0;0;0;0;0;19.74;0;0
 Madencilik Ürünleri;BINGÖL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.05336;0.00549;0;0;0;0.30302;0;0;2.49224;3.03;1.4232;2.25199;5.49163;0;2.1227;0;0.9;2.48135;2.975;2.217;2.74822;4.9835;28.32301;3.77336;13.89819;17.44121;2.16;9.60005;3.38553;3.3689;0.9;56.1046;1.0248;131.20363;1.8912;6.543;0.9496;64.92291;0;145.88617;2.16;45.3555;4.27215;9.73222
 Meyve Sebze Mamulleri ;BINGÖL;27.4436;14.256;12.58675;0;10.944;15.8805;14.97075;0;0;23.0458;9.52;26.8744;17.8757;25.247;24.29708;0;8.22;10.3624;0;18.50328;32.85164;0;14.4005;28.918;0;9.309;0;7.3863;22.09935;0;0;0;13.79125;14.79;14.01707;8.87835;0;0;14.05605;14.75085;21.69479;17.92;0;0;39.99701;0;0;0;1.63652;28.9344;0;45.14;17.22526;37.57;21.21974;43.318;0;0;0;0;19.1464;18.2962;0;0
 Su Ürünleri ve Hayvansal Mamuller;BINGÖL;0;0;0;0;9.17385;0;0;0;0;0;0;19.07006;0;0;46.79746;12;51.3;0;0;0;52.52722;17.65564;0;0;73.27926;50.22;46.86;0;0;50;0;0;0;0;262.65283;0;88.91282;25.57182;0;30.39166;0;0;220;0;3.38394;0;0;0;0;62.09051;88.91282;220;364.52404;5.43176;290.15905;134.81018;0;0;556.20055;2.64983;432.90807;0;0;8.04336
 Tekstil ve Hammaddeleri;BINGÖL;0;0;0;0.03807;0;0;0;0;0.05692;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.35852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02908;0;0;0;3.46256;0;518.34718;0;0;0;0;0;0;0;0
TOPLAM;BINGÖL;71.02637;92.42577;76.86988;144.47884;61.28146;53.22426;57.14092;49.24644;12.52404;46.29099;46.82913;98.56466;103.23369;92.4552;146.26156;99.79218;125.56726;58.25207;29.20055;56.07286;201.82838;105.32619;60.1881;144.81751;182.07594;258.15931;83.3496;43.40264;146.56474;256.13261;177.08174;236.07462;374.32398;351.96296;664.55136;243.79964;418.9023;543.96113;260.66165;226.95406;463.27946;204.48784;649.41412;210.53509;272.85683;633.04907;244.43566;385.37379;284.65037;598.49037;418.9023;897.96256;735.3462;688.5977;683.22068;1051.00322;321.8761;396.57968;988.78913;278.39862;1306.32997;435.67746;127.00505;148.24284
